STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL,DLY-TAVG-STDDEV
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101215,446,84
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101216,444,85
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101217,442,85
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101218,441,85
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101219,439,86
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101220,438,86
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101221,436,87
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101222,435,87
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101223,434,88
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101224,433,88
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101225,432,89
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101226,431,89
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101227,430,90
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101228,430,90
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101229,429,90
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101230,428,90
GHCND:USW00003888,ATLANTA FULTON CO AIRPORT GA US,20101231,428,90
